86970,80939,122,203
90520,84325,101,179
121770,113388,101,179
126670,117854,101,179
40320,37548,95,158
56170,52289,95,158
24695,23217,115,212
29595,27148,115,212
30895,28318,115,212
34495,31558,115,212
33995,30846,121,202
29995,27317,114,190
22595,20748,109,198
21595,19848,109,200
23895,21918,109,200
16999,15437,97,143
19999,18137,97,144
29282,27250,107,194
25092,23456,101,177
26992,25218,101,177
30492,28330,109,190
19312,17957,108,191
25700,23883,108,191
14622,13751,102,181
29562,27466,103,179
16722,15718,102,181
17232,16196,102,181
17495,16295,102,181
33112,30763,110,190
18892,17569,103,179
26910,25203,104,169
34390,31845,104,169
19240,18030,110,192
23290,21580,110,192
27490,25182,111,194
29440,26966,111,194
28739,27300,111,188
33840,30815,123,207
27339,25972,106,183
24780,22958,124,204
32780,30019,124,204
12740,12205,100,178
14740,13747,100,178
17640,16444,100,178
20939,19512,104,178
23675,21485,107,187
18825,17642,107,187
28790,26120,120,201
21595,19810,108,182
35995,32997,112,203
22450,20595,107,186
22395,20545,111,198
24295,22284,111,198
33500,30710,110,190
23845,21644,112,187
31370,28454,121,201
15495,14375,104,182
17735,16369,104,182
17045,15973,102,172
84165,72206,93,175
79165,69229,93,175
192465,173560,93,175
76765,67128,93,175
43365,37886,95,170
52365,45766,95,170
56665,49865,112,188
33360,31562,105,183
43175,40883,105,182
40670,38520,105,182
30860,29269,105,183
40845,38376,106,190
39465,37721,106,190
35105,33011,106,190
10995,10319,103,185
23560,21779,107,190
21410,19801,107,190
14300,13393,103,185
14850,13904,103,185
15825,14811,103,185
16350,15299,103,185
20585,19238,107,181
12965,12340,93,154
14165,13480,98,155
21445,19646,99,175
19945,18399,99,174
25045,23022,99,174
31545,29130,100,174
25645,23336,104,184
20445,18713,104,184
23895,21773,104,187
29345,26660,104,184
31545,28603,104,184
27145,24687,104,184
12884,12719,98,171
14500,14317,98,171
16497,16291,98,167
15568,15378,102,177
12269,12116,102,177
17262,17053,106,188
17163,16949,98,163
23699,22307,110,187
27710,24801,110,189
26560,23693,107,192
30920,27271,107,192
19560,17558,107,189
22775,20325,107,189
19635,17722,107,193
21965,19819,107,193
26510,23908,107,193
25920,23125,107,189
22570,20363,102,171
14085,13065,102,178
15295,13889,102,178
15030,13650,102,178
11560,10896,93,163
10760,10144,93,163
11290,10642,93,163
27930,24915,107,185
54765,47986,112,193
16695,15156,102,171
25130,22787,97,153
20510,18926,106,175
20290,18553,98,167
35695,31827,118,204
23495,21198,119,200
28800,25690,119,200
18715,17478,99,165
19825,18109,99,168
19005,17427,99,174
23785,21686,99,172
21055,19638,99,172
21055,19638,99,161
23215,21689,99,161
24955,22801,106,184
23955,21898,106,185
33180,30583,106,185
40235,36956,106,184
39235,36052,106,185
65000,59912,118,204
75000,69130,118,204
35515,32243,112,187
42565,40083,105,186
40565,38203,105,186
25135,23701,101,178
31745,29916,107,180
37560,35382,107,181
34845,32902,107,180
37885,35688,110,190
37730,35542,110,190
45210,42573,110,190
26135,24641,101,180
35145,33112,109,186
41250,38851,113,189
